計數,名稱,SS-ZZ,位置 X,位置 Y
1,GPCADFGD,-1.29,175613.295,2537030.496
1,GPCADFGD,-1.43,175613.295,2537020.496
1,GPCADFGD,-1.16,175613.295,2537050.496
1,GPCADFGD,-1.49,175613.295,2537040.496
1,GPCADFGD,-0.59,175613.295,2537010.496
1,GPCADFGD,1.04,175603.295,2537320.496
1,GPCADFGD,2.00,175603.295,2537310.496
1,GPCADFGD,-3.08,175613.295,2537000.496
1,GPCADFGD,0.74,175603.295,2537330.496
1,GPCADFGD,-0.78,175613.295,2537060.496
1,GPCADFGD,2.12,175613.295,2537130.496
1,GPCADFGD,2.00,175613.295,2537120.496
1,GPCADFGD,1.48,175613.295,2537150.496
1,GPCADFGD,2.14,175613.295,2537140.496
1,GPCADFGD,1.95,175613.295,2537110.496
1,GPCADFGD,1.84,175613.295,2537080.496
1,GPCADFGD,1.27,175613.295,2537070.496
1,GPCADFGD,2.04,175613.295,2537100.496
1,GPCADFGD,1.91,175613.295,2537090.496
1,GPCADFGD,0.27,175603.295,2537180.496
1,GPCADFGD,-0.20,175603.295,2537170.496
1,GPCADFGD,1.80,175603.295,2537200.496
1,GPCADFGD,1.04,175603.295,2537190.496
1,GPCADFGD,0.22,175603.295,2537160.496
1,GPCADFGD,2.08,175603.295,2537130.496
1,GPCADFGD,2.23,175603.295,2537120.496
1,GPCADFGD,2.08,175603.295,2537150.496
1,GPCADFGD,1.92,175603.295,2537140.496
1,GPCADFGD,1.94,175603.295,2537210.496
1,GPCADFGD,2.24,175603.295,2537280.496
1,GPCADFGD,2.22,175603.295,2537270.496
1,GPCADFGD,2.20,175603.295,2537300.496
1,GPCADFGD,2.27,175603.295,2537290.496
1,GPCADFGD,2.23,175603.295,2537260.496
1,GPCADFGD,2.10,175603.295,2537230.496
1,GPCADFGD,2.03,175603.295,2537220.496
1,GPCADFGD,2.25,175603.295,2537250.496
1,GPCADFGD,2.17,175603.295,2537240.496
1,GPCADFGD,2.73,175573.295,2537270.496
1,GPCADFGD,2.76,175573.295,2537260.496
1,GPCADFGD,2.55,175573.295,2537290.496
1,GPCADFGD,2.68,175573.295,2537280.496
1,GPCADFGD,2.75,175573.295,2537250.496
1,GPCADFGD,2.26,175573.295,2537220.496
1,GPCADFGD,1.74,175573.295,2537210.496
1,GPCADFGD,2.69,175573.295,2537240.496
1,GPCADFGD,2.56,175573.295,2537230.496
1,GPCADFGD,2.44,175573.295,2537300.496
1,GPCADFGD,-1.06,175583.295,2537020.496
1,GPCADFGD,-0.32,175583.295,2537010.496
1,GPCADFGD,2.57,175583.295,2537040.496
1,GPCADFGD,-0.88,175583.295,2537030.496
1,GPCADFGD,1.84,175583.295,2537000.496
1,GPCADFGD,2.16,175573.295,2537320.496
1,GPCADFGD,2.31,175573.295,2537310.496
1,GPCADFGD,0.90,175573.295,2537340.496
1,GPCADFGD,2.14,175573.295,2537330.496
1,GPCADFGD,2.18,175573.295,2537080.496
1,GPCADFGD,1.45,175573.295,2537070.496
1,GPCADFGD,2.22,175573.295,2537100.496
1,GPCADFGD,2.09,175573.295,2537090.496
1,GPCADFGD,3.07,175573.295,2537060.496
1,GPCADFGD,2.41,175573.295,2537030.496
1,GPCADFGD,0.51,175573.295,2537020.496
1,GPCADFGD,5.56,175573.295,2537050.496
1,GPCADFGD,3.96,175573.295,2537040.496
1,GPCADFGD,2.21,175573.295,2537110.496
1,GPCADFGD,0.00,175573.295,2537180.496
1,GPCADFGD,2.61,175573.295,2537170.496
1,GPCADFGD,0.77,175573.295,2537200.496
1,GPCADFGD,0.31,175573.295,2537190.496
1,GPCADFGD,2.69,175573.295,2537160.496
1,GPCADFGD,2.24,175573.295,2537130.496
1,GPCADFGD,2.40,175573.295,2537120.496
1,GPCADFGD,2.68,175573.295,2537150.496
1,GPCADFGD,2.57,175573.295,2537140.496
1,GPCADFGD,2.34,175583.295,2537300.496
1,GPCADFGD,2.50,175583.295,2537290.496
1,GPCADFGD,2.09,175583.295,2537320.496
1,GPCADFGD,2.19,175583.295,2537310.496
1,GPCADFGD,2.64,175583.295,2537280.496
1,GPCADFGD,2.61,175583.295,2537250.496
1,GPCADFGD,2.51,175583.295,2537240.496
1,GPCADFGD,2.63,175583.295,2537270.496
1,GPCADFGD,2.64,175583.295,2537260.496
1,GPCADFGD,1.07,175583.295,2537330.496
1,GPCADFGD,2.52,175593.295,2537050.496
1,GPCADFGD,0.17,175593.295,2537040.496
1,GPCADFGD,4.33,175593.295,2537070.496
1,GPCADFGD,2.28,175593.295,2537060.496
1,GPCADFGD,-1.20,175593.295,2537030.496
1,GPCADFGD,1.45,175593.295,2537000.496
1,GPCADFGD,0.34,175583.295,2537340.496
1,GPCADFGD,-1.41,175593.295,2537020.496
1,GPCADFGD,-0.72,175593.295,2537010.496
1,GPCADFGD,2.12,175583.295,2537110.496
1,GPCADFGD,2.23,175583.295,2537100.496
1,GPCADFGD,2.07,175583.295,2537130.496
1,GPCADFGD,2.08,175583.295,2537120.496
1,GPCADFGD,2.46,175583.295,2537090.496
1,GPCADFGD,4.24,175583.295,2537060.496
1,GPCADFGD,2.42,175583.295,2537050.496
1,GPCADFGD,2.16,175583.295,2537080.496
1,GPCADFGD,3.50,175583.295,2537070.496
1,GPCADFGD,2.34,175583.295,2537140.496
1,GPCADFGD,1.81,175583.295,2537210.496
1,GPCADFGD,0.99,175583.295,2537200.496
1,GPCADFGD,2.31,175583.295,2537230.496
1,GPCADFGD,2.21,175583.295,2537220.496
1,GPCADFGD,0.35,175583.295,2537190.496
1,GPCADFGD,3.51,175583.295,2537160.496
1,GPCADFGD,2.36,175583.295,2537150.496
1,GPCADFGD,0.07,175583.295,2537180.496
1,GPCADFGD,1.08,175583.295,2537170.496
